"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
0|165711|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|622099|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|449400|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|438274|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|313800|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|306553|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|293208|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|238593|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|168803|"Orphanet classification of rare abdominal surgical diseases"|165711
168803|168807|"Orphanet classification of rare abdominal surgical diseases"|165711
168807|168829|"Orphanet classification of rare abdominal surgical diseases"|165711
168807|168816|"Orphanet classification of rare abdominal surgical diseases"|165711
168807|168811|"Orphanet classification of rare abdominal surgical diseases"|165711
168807|83469|"Orphanet classification of rare abdominal surgical diseases"|165711
168803|71274|"Orphanet classification of rare abdominal surgical diseases"|165711
168803|26790|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|98043|"Orphanet classification of rare abdominal surgical diseases"|165711
98043|108979|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|527468|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|480528|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|314432|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|280403|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|230839|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|96170|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|209|"Orphanet classification of rare abdominal surgical diseases"|165711
209|363705|"Orphanet classification of rare abdominal surgical diseases"|165711
209|314718|"Orphanet classification of rare abdominal surgical diseases"|165711
209|221145|"Orphanet classification of rare abdominal surgical diseases"|165711
209|217335|"Orphanet classification of rare abdominal surgical diseases"|165711
209|90350|"Orphanet classification of rare abdominal surgical diseases"|165711
90350|357064|"Orphanet classification of rare abdominal surgical diseases"|165711
90350|357058|"Orphanet classification of rare abdominal surgical diseases"|165711
357058|357074|"Orphanet classification of rare abdominal surgical diseases"|165711
357058|2834|"Orphanet classification of rare abdominal surgical diseases"|165711
209|90349|"Orphanet classification of rare abdominal surgical diseases"|165711
209|90348|"Orphanet classification of rare abdominal surgical diseases"|165711
209|198|"Orphanet classification of rare abdominal surgical diseases"|165711
209|3342|"Orphanet classification of rare abdominal surgical diseases"|165711
209|3134|"Orphanet classification of rare abdominal surgical diseases"|165711
209|2962|"Orphanet classification of rare abdominal surgical diseases"|165711
2962|293633|"Orphanet classification of rare abdominal surgical diseases"|165711
2962|35664|"Orphanet classification of rare abdominal surgical diseases"|165711
209|2078|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|3164|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2847|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2736|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2470|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2369|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2322|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2143|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2141|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|2059|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|1335|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|373|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|287|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|884|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|3380|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|3378|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|199|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|280|"Orphanet classification of rare abdominal surgical diseases"|165711
108979|496693|"Orphanet classification of rare abdominal surgical diseases"|165711
98043|108977|"Orphanet classification of rare abdominal surgical diseases"|165711
108977|490|"Orphanet classification of rare abdominal surgical diseases"|165711
108977|2368|"Orphanet classification of rare abdominal surgical diseases"|165711
108977|322|"Orphanet classification of rare abdominal surgical diseases"|165711
322|93930|"Orphanet classification of rare abdominal surgical diseases"|165711
322|93929|"Orphanet classification of rare abdominal surgical diseases"|165711
322|93928|"Orphanet classification of rare abdominal surgical diseases"|165711
108977|660|"Orphanet classification of rare abdominal surgical diseases"|165711
108977|2140|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|98041|"Orphanet classification of rare abdominal surgical diseases"|165711
98041|108973|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|527468|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|556955|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|97548|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|2063|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|564|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|52|"Orphanet classification of rare abdominal surgical diseases"|165711
52|261629|"Orphanet classification of rare abdominal surgical diseases"|165711
52|261619|"Orphanet classification of rare abdominal surgical diseases"|165711
52|261600|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|244283|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|293864|"Orphanet classification of rare abdominal surgical diseases"|165711
108973|294415|"Orphanet classification of rare abdominal surgical diseases"|165711
98041|108971|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|157769|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|101063|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|457083|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|101351|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|53035|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|30391|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|674|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|675|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|2805|"Orphanet classification of rare abdominal surgical diseases"|165711
108971|2040|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|98039|"Orphanet classification of rare abdominal surgical diseases"|165711
98039|97945|"Orphanet classification of rare abdominal surgical diseases"|165711
97945|171220|"Orphanet classification of rare abdominal surgical diseases"|165711
97945|108969|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|506307|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|527468|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|436252|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|293864|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|3405|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|1759|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|2464|"Orphanet classification of rare abdominal surgical diseases"|165711
108969|557866|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|2153|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|2152|"Orphanet classification of rare abdominal surgical diseases"|165711
2152|261552|"Orphanet classification of rare abdominal surgical diseases"|165711
2152|261537|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|2150|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|897|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|163746|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|99803|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|66629|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|110|"Orphanet classification of rare abdominal surgical diseases"|165711
557866|2155|"Orphanet classification of rare abdominal surgical diseases"|165711
97945|108967|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|1203|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|508410|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|2301|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|238|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|1198|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|1201|"Orphanet classification of rare abdominal surgical diseases"|165711
108967|2300|"Orphanet classification of rare abdominal surgical diseases"|165711
98039|97944|"Orphanet classification of rare abdominal surgical diseases"|165711
97944|108965|"Orphanet classification of rare abdominal surgical diseases"|165711
108965|2538|"Orphanet classification of rare abdominal surgical diseases"|165711
108965|1305|"Orphanet classification of rare abdominal surgical diseases"|165711
1305|391646|"Orphanet classification of rare abdominal surgical diseases"|165711
1305|391641|"Orphanet classification of rare abdominal surgical diseases"|165711
97944|108963|"Orphanet classification of rare abdominal surgical diseases"|165711
108963|199293|"Orphanet classification of rare abdominal surgical diseases"|165711
108963|1203|"Orphanet classification of rare abdominal surgical diseases"|165711
98039|96346|"Orphanet classification of rare abdominal surgical diseases"|165711
96346|117573|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|93270|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|611201|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1305|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|496751|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2345|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|870|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|93932|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|444941|"Orphanet classification of rare abdominal surgical diseases"|165711
444941|1768|"Orphanet classification of rare abdominal surgical diseases"|165711
444941|3027|"Orphanet classification of rare abdominal surgical diseases"|165711
444941|3169|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|217266|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|140952|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|96185|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|96176|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|93929|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|93293|"Orphanet classification of rare abdominal surgical diseases"|165711
93293|261647|"Orphanet classification of rare abdominal surgical diseases"|165711
93293|261638|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|93271|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|83628|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|75857|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|782|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2745|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|3412|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|3138|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2973|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2578|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2556|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2408|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2322|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2315|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|672|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1834|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1756|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1436|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1381|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1225|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1590|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|1552|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|2052|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|887|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|884|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|3380|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|3378|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|195|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|857|"Orphanet classification of rare abdominal surgical diseases"|165711
117573|567|"Orphanet classification of rare abdominal surgical diseases"|165711
96346|557|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601033|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601028|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601023|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601018|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601013|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601008|"Orphanet classification of rare abdominal surgical diseases"|165711
557|601002|"Orphanet classification of rare abdominal surgical diseases"|165711
557|600998|"Orphanet classification of rare abdominal surgical diseases"|165711
557|600993|"Orphanet classification of rare abdominal surgical diseases"|165711
557|600984|"Orphanet classification of rare abdominal surgical diseases"|165711
557|600961|"Orphanet classification of rare abdominal surgical diseases"|165711
600961|600975|"Orphanet classification of rare abdominal surgical diseases"|165711
600961|600966|"Orphanet classification of rare abdominal surgical diseases"|165711
557|600952|"Orphanet classification of rare abdominal surgical diseases"|165711
98039|88993|"Orphanet classification of rare abdominal surgical diseases"|165711
88993|108961|"Orphanet classification of rare abdominal surgical diseases"|165711
108961|514352|"Orphanet classification of rare abdominal surgical diseases"|165711
108961|77298|"Orphanet classification of rare abdominal surgical diseases"|165711
108961|1305|"Orphanet classification of rare abdominal surgical diseases"|165711
108961|929|"Orphanet classification of rare abdominal surgical diseases"|165711
108961|869|"Orphanet classification of rare abdominal surgical diseases"|165711
108961|887|"Orphanet classification of rare abdominal surgical diseases"|165711
88993|108959|"Orphanet classification of rare abdominal surgical diseases"|165711
108959|454750|"Orphanet classification of rare abdominal surgical diseases"|165711
108959|2004|"Orphanet classification of rare abdominal surgical diseases"|165711
2004|280205|"Orphanet classification of rare abdominal surgical diseases"|165711
2004|93940|"Orphanet classification of rare abdominal surgical diseases"|165711
2004|93939|"Orphanet classification of rare abdominal surgical diseases"|165711
2004|93938|"Orphanet classification of rare abdominal surgical diseases"|165711
2004|93941|"Orphanet classification of rare abdominal surgical diseases"|165711
108959|91358|"Orphanet classification of rare abdominal surgical diseases"|165711
108959|91357|"Orphanet classification of rare abdominal surgical diseases"|165711
91357|100048|"Orphanet classification of rare abdominal surgical diseases"|165711
91357|100047|"Orphanet classification of rare abdominal surgical diseases"|165711
108959|1199|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|93292|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|71273|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|49041|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|1160|"Orphanet classification of rare abdominal surgical diseases"|165711
165711|228113|"Orphanet classification of rare abdominal surgical diseases"|165711
0|98050|"Orphanet classification of rare allergic disease"|98050
98050|369992|"Orphanet classification of rare allergic disease"|98050
98050|98052|"Orphanet classification of rare allergic disease"|98050
98052|31740|"Orphanet classification of rare allergic disease"|98050
31740|99909|"Orphanet classification of rare allergic disease"|98050
99909|99908|"Orphanet classification of rare allergic disease"|98050
99909|99906|"Orphanet classification of rare allergic disease"|98050
31740|99907|"Orphanet classification of rare allergic disease"|98050
98052|2902|"Orphanet classification of rare allergic disease"|98050
98052|1164|"Orphanet classification of rare allergic disease"|98050
98050|79384|"Orphanet classification of rare allergic disease"|98050
79384|493348|"Orphanet classification of rare allergic disease"|98050
79384|493342|"Orphanet classification of rare allergic disease"|98050
79384|64745|"Orphanet classification of rare allergic disease"|98050
79384|2483|"Orphanet classification of rare allergic disease"|98050
98050|658|"Orphanet classification of rare allergic disease"|98050
658|91385|"Orphanet classification of rare allergic disease"|98050
91385|100057|"Orphanet classification of rare allergic disease"|98050
91385|528663|"Orphanet classification of rare allergic disease"|98050
528663|100056|"Orphanet classification of rare allergic disease"|98050
528663|100055|"Orphanet classification of rare allergic disease"|98050
658|91378|"Orphanet classification of rare allergic disease"|98050
91378|528647|"Orphanet classification of rare allergic disease"|98050
528647|599418|"Orphanet classification of rare allergic disease"|98050
528647|537072|"Orphanet classification of rare allergic disease"|98050
528647|100054|"Orphanet classification of rare allergic disease"|98050
91378|528623|"Orphanet classification of rare allergic disease"|98050
528623|100051|"Orphanet classification of rare allergic disease"|98050
528623|100050|"Orphanet classification of rare allergic disease"|98050
0|93419|"Orphanet classification of rare bone diseases"|93419
93419|399158|"Orphanet classification of rare bone diseases"|93419
399158|521127|"Orphanet classification of rare bone diseases"|93419
399158|399164|"Orphanet classification of rare bone diseases"|93419
399164|399302|"Orphanet classification of rare bone diseases"|93419
399302|399307|"Orphanet classification of rare bone diseases"|93419
399302|86820|"Orphanet classification of rare bone diseases"|93419
399164|399169|"Orphanet classification of rare bone diseases"|93419
399169|399293|"Orphanet classification of rare bone diseases"|93419
399169|399185|"Orphanet classification of rare bone diseases"|93419
399185|217454|"Orphanet classification of rare bone diseases"|93419
217454|217467|"Orphanet classification of rare bone diseases"|93419
217454|82|"Orphanet classification of rare bone diseases"|93419
217454|745|"Orphanet classification of rare bone diseases"|93419
217454|743|"Orphanet classification of rare bone diseases"|93419
399185|77261|"Orphanet classification of rare bone diseases"|93419
399185|77259|"Orphanet classification of rare bone diseases"|93419
399185|232|"Orphanet classification of rare bone diseases"|93419
399169|399180|"Orphanet classification of rare bone diseases"|93419
399169|399175|"Orphanet classification of rare bone diseases"|93419
399158|251262|"Orphanet classification of rare bone diseases"|93419
399158|2764|"Orphanet classification of rare bone diseases"|93419
399158|444316|"Orphanet classification of rare bone diseases"|93419
399158|399329|"Orphanet classification of rare bone diseases"|93419
399158|399319|"Orphanet classification of rare bone diseases"|93419
399319|563991|"Orphanet classification of rare bone diseases"|93419
399319|564003|"Orphanet classification of rare bone diseases"|93419
399319|97337|"Orphanet classification of rare bone diseases"|93419
399319|97336|"Orphanet classification of rare bone diseases"|93419
399319|97335|"Orphanet classification of rare bone diseases"|93419
399319|97332|"Orphanet classification of rare bone diseases"|93419
399319|57196|"Orphanet classification of rare bone diseases"|93419
399319|3314|"Orphanet classification of rare bone diseases"|93419
399319|2380|"Orphanet classification of rare bone diseases"|93419
399319|3135|"Orphanet classification of rare bone diseases"|93419
399158|566943|"Orphanet classification of rare bone diseases"|93419
93419|364559|"Orphanet classification of rare bone diseases"|93419
364559|364568|"Orphanet classification of rare bone diseases"|93419
364568|1323|"Orphanet classification of rare bone diseases"|93419
364568|1321|"Orphanet classification of rare bone diseases"|93419
364568|3023|"Orphanet classification of rare bone diseases"|93419
364568|2793|"Orphanet classification of rare bone diseases"|93419
364568|364571|"Orphanet classification of rare bone diseases"|93419
364571|364574|"Orphanet classification of rare bone diseases"|93419
364574|3102|"Orphanet classification of rare bone diseases"|93419
364574|280651|"Orphanet classification of rare bone diseases"|93419
364574|79113|"Orphanet classification of rare bone diseases"|93419
364574|64542|"Orphanet classification of rare bone diseases"|93419
364574|1787|"Orphanet classification of rare bone diseases"|93419
364574|1827|"Orphanet classification of rare bone diseases"|93419
364574|2439|"Orphanet classification of rare bone diseases"|93419
364574|1788|"Orphanet classification of rare bone diseases"|93419
364574|1786|"Orphanet classification of rare bone diseases"|93419
364574|1784|"Orphanet classification of rare bone diseases"|93419
364574|1520|"Orphanet classification of rare bone diseases"|93419
364574|1131|"Orphanet classification of rare bone diseases"|93419
364574|952|"Orphanet classification of rare bone diseases"|93419
364574|949|"Orphanet classification of rare bone diseases"|93419
364574|246|"Orphanet classification of rare bone diseases"|93419
364574|245|"Orphanet classification of rare bone diseases"|93419
364571|199332|"Orphanet classification of rare bone diseases"|93419
364571|2749|"Orphanet classification of rare bone diseases"|93419
2749|141163|"Orphanet classification of rare bone diseases"|93419
2749|989|"Orphanet classification of rare bone diseases"|93419
2749|1406|"Orphanet classification of rare bone diseases"|93419
364568|364198|"Orphanet classification of rare bone diseases"|93419
364568|294959|"Orphanet classification of rare bone diseases"|93419
294959|488232|"Orphanet classification of rare bone diseases"|93419
294959|476119|"Orphanet classification of rare bone diseases"|93419
294959|2492|"Orphanet classification of rare bone diseases"|93419
294959|71271|"Orphanet classification of rare bone diseases"|93419
294959|818|"Orphanet classification of rare bone diseases"|93419
294959|3259|"Orphanet classification of rare bone diseases"|93419
294959|3328|"Orphanet classification of rare bone diseases"|93419
294959|3258|"Orphanet classification of rare bone diseases"|93419
294959|3255|"Orphanet classification of rare bone diseases"|93419
294959|3246|"Orphanet classification of rare bone diseases"|93419
294959|3172|"Orphanet classification of rare bone diseases"|93419
294959|3168|"Orphanet classification of rare bone diseases"|93419
294959|3004|"Orphanet classification of rare bone diseases"|93419
294959|2957|"Orphanet classification of rare bone diseases"|93419
294959|2947|"Orphanet classification of rare bone diseases"|93419
294959|2935|"Orphanet classification of rare bone diseases"|93419
294959|2920|"Orphanet classification of rare bone diseases"|93419
294959|2917|"Orphanet classification of rare bone diseases"|93419
294959|2854|"Orphanet classification of rare bone diseases"|93419
294959|2378|"Orphanet classification of rare bone diseases"|93419
294959|2363|"Orphanet classification of rare bone diseases"|93419
294959|672|"Orphanet classification of rare bone diseases"|93419
294959|2110|"Orphanet classification of rare bone diseases"|93419
294959|380|"Orphanet classification of rare bone diseases"|93419
294959|1986|"Orphanet classification of rare bone diseases"|93419
294959|1892|"Orphanet classification of rare bone diseases"|93419
294959|1757|"Orphanet classification of rare bone diseases"|93419
294959|1566|"Orphanet classification of rare bone diseases"|93419
294959|1527|"Orphanet classification of rare bone diseases"|93419
294959|1388|"Orphanet classification of rare bone diseases"|93419
294959|1113|"Orphanet classification of rare bone diseases"|93419
294959|1003|"Orphanet classification of rare bone diseases"|93419
294959|957|"Orphanet classification of rare bone diseases"|93419
294959|36|"Orphanet classification of rare bone diseases"|93419
294959|564|"Orphanet classification of rare bone diseases"|93419
294959|857|"Orphanet classification of rare bone diseases"|93419
294959|420584|"Orphanet classification of rare bone diseases"|93419
294959|369979|"Orphanet classification of rare bone diseases"|93419
294959|357332|"Orphanet classification of rare bone diseases"|93419
294959|140997|"Orphanet classification of rare bone diseases"|93419
140997|508501|"Orphanet classification of rare bone diseases"|93419
140997|434179|"Orphanet classification of rare bone diseases"|93419
140997|141330|"Orphanet classification of rare bone diseases"|93419
140997|141327|"Orphanet classification of rare bone diseases"|93419
140997|141007|"Orphanet classification of rare bone diseases"|93419
140997|141000|"Orphanet classification of rare bone diseases"|93419
140997|2756|"Orphanet classification of rare bone diseases"|93419
140997|2919|"Orphanet classification of rare bone diseases"|93419
140997|2755|"Orphanet classification of rare bone diseases"|93419
140997|2754|"Orphanet classification of rare bone diseases"|93419
140997|2753|"Orphanet classification of rare bone diseases"|93419
140997|2752|"Orphanet classification of rare bone diseases"|93419
140997|2751|"Orphanet classification of rare bone diseases"|93419
140997|2750|"Orphanet classification of rare bone diseases"|93419
294959|140952|"Orphanet classification of rare bone diseases"|93419
294959|93409|"Orphanet classification of rare bone diseases"|93419
294959|85203|"Orphanet classification of rare bone diseases"|93419
294959|567502|"Orphanet classification of rare bone diseases"|93419
364568|294957|"Orphanet classification of rare bone diseases"|93419
294957|3329|"Orphanet classification of rare bone diseases"|93419
294957|2019|"Orphanet classification of rare bone diseases"|93419
294957|1986|"Orphanet classification of rare bone diseases"|93419
294957|1122|"Orphanet classification of rare bone diseases"|93419
294957|1121|"Orphanet classification of rare bone diseases"|93419
294957|1118|"Orphanet classification of rare bone diseases"|93419
294957|1027|"Orphanet classification of rare bone diseases"|93419
364568|294955|"Orphanet classification of rare bone diseases"|93419
294955|1354|"Orphanet classification of rare bone diseases"|93419
294955|1326|"Orphanet classification of rare bone diseases"|93419
294955|221139|"Orphanet classification of rare bone diseases"|93419
294955|508542|"Orphanet classification of rare bone diseases"|93419
294955|2492|"Orphanet classification of rare bone diseases"|93419
294955|1891|"Orphanet classification of rare bone diseases"|93419
294955|199|"Orphanet classification of rare bone diseases"|93419
294955|392|"Orphanet classification of rare bone diseases"|93419
294955|329319|"Orphanet classification of rare bone diseases"|93419
294955|238744|"Orphanet classification of rare bone diseases"|93419
294955|93333|"Orphanet classification of rare bone diseases"|93419
294955|93293|"Orphanet classification of rare bone diseases"|93419
294955|71271|"Orphanet classification of rare bone diseases"|93419
294955|3383|"Orphanet classification of rare bone diseases"|93419
294955|3329|"Orphanet classification of rare bone diseases"|93419
294955|3328|"Orphanet classification of rare bone diseases"|93419
294955|3312|"Orphanet classification of rare bone diseases"|93419
294955|3301|"Orphanet classification of rare bone diseases"|93419
294955|3138|"Orphanet classification of rare bone diseases"|93419
294955|3021|"Orphanet classification of rare bone diseases"|93419
294955|3016|"Orphanet classification of rare bone diseases"|93419
294955|3015|"Orphanet classification of rare bone diseases"|93419
294955|2879|"Orphanet classification of rare bone diseases"|93419
294955|2878|"Orphanet classification of rare bone diseases"|93419
294955|2854|"Orphanet classification of rare bone diseases"|93419
294955|2839|"Orphanet classification of rare bone diseases"|93419
294955|2730|"Orphanet classification of rare bone diseases"|93419
294955|2639|"Orphanet classification of rare bone diseases"|93419
294955|2564|"Orphanet classification of rare bone diseases"|93419
294955|2329|"Orphanet classification of rare bone diseases"|93419
294955|2310|"Orphanet classification of rare bone diseases"|93419
294955|2307|"Orphanet classification of rare bone diseases"|93419
294955|2249|"Orphanet classification of rare bone diseases"|93419
294955|2063|"Orphanet classification of rare bone diseases"|93419
294955|1988|"Orphanet classification of rare bone diseases"|93419
294955|1986|"Orphanet classification of rare bone diseases"|93419
294955|1972|"Orphanet classification of rare bone diseases"|93419
294955|1113|"Orphanet classification of rare bone diseases"|93419
294955|1112|"Orphanet classification of rare bone diseases"|93419
294955|1071|"Orphanet classification of rare bone diseases"|93419
1071|1072|"Orphanet classification of rare bone diseases"|93419
1071|1074|"Orphanet classification of rare bone diseases"|93419
294955|989|"Orphanet classification of rare bone diseases"|93419
294955|988|"Orphanet classification of rare bone diseases"|93419
294955|978|"Orphanet classification of rare bone diseases"|93419
294955|974|"Orphanet classification of rare bone diseases"|93419
294955|3103|"Orphanet classification of rare bone diseases"|93419
294955|84|"Orphanet classification of rare bone diseases"|93419
294955|3320|"Orphanet classification of rare bone diseases"|93419
294955|496693|"Orphanet classification of rare bone diseases"|93419
294955|488232|"Orphanet classification of rare bone diseases"|93419
364568|294949|"Orphanet classification of rare bone diseases"|93419
294949|295028|"Orphanet classification of rare bone diseases"|93419
294949|217059|"Orphanet classification of rare bone diseases"|93419
294949|94056|"Orphanet classification of rare bone diseases"|93419
94056|295215|"Orphanet classification of rare bone diseases"|93419
94056|295213|"Orphanet classification of rare bone diseases"|93419
294949|3269|"Orphanet classification of rare bone diseases"|93419
3269|295219|"Orphanet classification of rare bone diseases"|93419
3269|295217|"Orphanet classification of rare bone diseases"|93419
294949|3266|"Orphanet classification of rare bone diseases"|93419
294949|3265|"Orphanet classification of rare bone diseases"|93419
294949|3248|"Orphanet classification of rare bone diseases"|93419
364568|228184|"Orphanet classification of rare bone diseases"|93419
228184|319340|"Orphanet classification of rare bone diseases"|93419
228184|228190|"Orphanet classification of rare bone diseases"|93419
228184|168796|"Orphanet classification of rare bone diseases"|93419
228184|2946|"Orphanet classification of rare bone diseases"|93419
228184|1350|"Orphanet classification of rare bone diseases"|93419
228184|1342|"Orphanet classification of rare bone diseases"|93419
228184|392|"Orphanet classification of rare bone diseases"|93419
364568|199315|"Orphanet classification of rare bone diseases"|93419
199315|293150|"Orphanet classification of rare bone diseases"|93419
199315|293144|"Orphanet classification of rare bone diseases"|93419
199315|238578|"Orphanet classification of rare bone diseases"|93419
364568|157808|"Orphanet classification of rare bone diseases"|93419
157808|295026|"Orphanet classification of rare bone diseases"|93419
157808|295024|"Orphanet classification of rare bone diseases"|93419
157808|295022|"Orphanet classification of rare bone diseases"|93419
157808|295020|"Orphanet classification of rare bone diseases"|93419
157808|295018|"Orphanet classification of rare bone diseases"|93419
364568|93459|"Orphanet classification of rare bone diseases"|93419
93459|3466|"Orphanet classification of rare bone diseases"|93419
93459|2725|"Orphanet classification of rare bone diseases"|93419
93459|71289|"Orphanet classification of rare bone diseases"|93419
93459|3270|"Orphanet classification of rare bone diseases"|93419
93459|3268|"Orphanet classification of rare bone diseases"|93419
93459|3250|"Orphanet classification of rare bone diseases"|93419
93459|3246|"Orphanet classification of rare bone diseases"|93419
